indiv_id,F_income90,F_attn_sm_college,income00,attn_sm_college,age,male,female,white,black,other,married,num_siblings,birth_weight
5031,7011,0,49612,1,36,1,0,1,0,0,0,1,88
10032,27673,0,23727,1,31,0,1,0,1,0,0,2,105
18041,6457,0,36080,0,24,1,0,1,0,0,0,1,115
22031,40316,0,55667,1,29,0,1,0,1,0,0,2,78
22030,119655,0,17600,1,30,0,1,0,1,0,0,1,117
23032,14759,1,26000,0,16,1,0,1,0,0,0,2,144
40183,39623,0,68000,0,23,1,0,1,0,0,0,2,998
50035,122830,1,28000,1,24,1,0,1,0,0,0,1,127
51033,36897,0,15463,0,18,1,0,1,0,0,0,2,137
60039,41822,1,11030,0,18,0,1,1,0,0,0,3,115
60040,33208,0,2077,0,18,1,0,0,0,1,0,1,94
61033,71321,1,51769,1,29,1,0,1,0,0,1,2,129
68031,36119,1,10000,1,19,1,0,1,0,0,0,3,124
90030,101468,0,50000,1,27,0,1,1,0,0,0,0,114
96032,129141,1,34019,1,28,0,1,1,0,0,0,2,130
100031,2952,1,22540,0,19,1,0,1,0,0,0,0,125
105041,14095,0,19440,0,22,0,1,0,1,0,0,1,108
106031,42432,0,14021,0,29,1,0,0,1,0,0,2,128
114033,69339,0,24267,0,34,1,0,1,0,0,0,1,88
117035,45624,1,1546,0,18,1,0,1,0,0,0,1,143
117032,18449,1,15142,0,24,0,1,1,0,0,0,2,114
122038,93113,0,12600,1,23,1,0,1,0,0,0,2,130
127034,83453,1,46000,1,36,1,0,1,0,0,0,1,88
151038,1283312,1,64711,1,24,1,0,1,0,0,0,3,134
156032,63396,0,10500,0,18,1,0,1,0,0,0,1,64
174033,57929,1,16825,1,34,0,1,1,0,0,0,2,88
174041,109337,1,16552,1,22,0,1,1,0,0,0,3,104
200182,29149,1,8000,0,17,0,1,0,0,1,0,1,998
203034,123564,1,19000,1,21,0,1,1,0,0,0,3,138
214031,145745,1,2474,1,19,1,0,1,0,0,0,1,143
221034,81174,0,16494,1,22,1,0,1,0,0,0,1,101
236036,51380,1,1440,0,16,1,0,1,0,0,0,4,140
250035,54481,0,3000,0,16,0,1,1,0,0,0,1,118
257039,27673,0,11699,1,25,1,0,1,0,0,0,2,132
266035,30994,0,2373,0,23,1,0,1,0,0,0,1,142
301043,27736,1,8247,0,18,1,0,1,0,0,0,2,157
312033,4752,1,11699,0,20,0,1,1,0,0,1,2,136
323034,70105,1,15463,1,23,1,0,1,0,0,0,1,102
343033,27673,1,4853,1,23,1,0,1,0,0,1,1,120
356036,27236,0,1800,0,16,0,1,1,0,0,0,3,125
356033,73795,1,18000,1,21,1,0,1,0,0,0,1,164
377031,36119,1,50000,1,23,1,0,0,0,1,0,1,128
391031,83643,0,35000,0,33,0,1,1,0,0,0,1,88
423032,47606,0,30926,0,37,1,0,1,0,0,0,2,88
431030,45566,0,11340,1,19,1,0,1,0,0,0,0,94
433038,38020,0,11340,1,24,1,0,1,0,0,0,1,119
433034,13504,0,12600,0,28,1,0,1,0,0,0,1,118
450031,17526,0,7550,1,35,1,0,1,0,0,0,2,88
452042,4953,1,3480,0,16,0,1,1,0,0,0,2,115
455034,13868,1,2588,0,25,1,0,1,0,0,0,1,131
459031,104554,1,22110,1,26,1,0,1,0,0,1,0,998
479030,92212,1,14934,1,26,0,1,1,0,0,1,1,85
486032,45199,1,4639,1,21,1,0,1,0,0,0,1,140
517033,77485,1,14934,1,26,1,0,1,0,0,0,1,141
534032,77485,1,2500,1,24,1,0,1,0,0,0,2,143
548041,180593,1,6212,0,20,1,0,1,0,0,0,5,147
556035,77264,0,11340,0,36,0,1,1,0,0,1,1,88
563041,43387,0,10785,0,38,1,0,1,0,0,0,1,88
564037,11887,1,15463,0,17,1,0,1,0,0,0,1,62
570035,20802,0,11699,0,35,0,1,0,1,0,0,2,88
573036,124446,1,11217,0,23,1,0,1,0,0,0,2,165
593031,87170,1,10309,1,25,0,1,1,0,0,0,1,133
593030,156814,1,75496,1,26,0,1,1,0,0,0,2,115
597037,1616,0,14934,0,22,1,0,1,0,0,0,2,112
605031,64201,1,1618,0,22,0,1,1,0,0,0,1,150
607045,6642,1,14000,0,17,1,0,1,0,0,0,2,137
618030,119917,1,11699,1,30,1,0,1,0,0,1,1,182
620036,62726,0,53926,1,29,1,0,1,0,0,1,2,150
620041,103604,1,515,0,18,0,1,1,0,0,0,2,144
626050,63396,0,4314,0,20,1,0,1,0,0,0,1,141
634033,38742,0,23000,1,27,0,1,1,0,0,0,0,998
634032,64436,0,25772,1,28,1,0,1,0,0,0,1,96
649035,51062,1,15000,0,18,1,0,1,0,0,0,0,117
652039,50625,0,7800,0,21,1,0,1,0,0,0,1,128
655031,98851,1,2157,0,22,1,0,1,0,0,0,2,120
656034,83019,0,11699,1,29,1,0,1,0,0,0,1,100
674033,66534,0,25000,0,17,1,0,1,0,0,0,1,134
691037,23983,1,412,0,18,0,1,1,0,0,0,0,96
691035,35053,1,11340,1,24,1,0,1,0,0,0,1,160
692038,102174,1,3236,1,26,0,1,1,0,0,0,1,136
702030,95094,1,38142,1,49,0,1,1,0,0,0,1,88
709039,51937,0,22433,1,24,1,0,1,0,0,0,2,110
717033,34130,1,4314,1,23,1,0,1,0,0,0,1,154
719031,83019,1,65000,1,45,0,1,1,0,0,1,1,88
719032,23983,0,1294,0,21,1,0,1,0,0,0,0,999
729031,40587,0,42884,1,31,0,1,1,0,0,0,1,97
729043,47547,0,20000,0,23,1,0,1,0,0,0,3,123
729044,27673,0,15463,0,18,1,0,1,0,0,0,3,113
734038,77485,0,4314,1,20,1,0,1,0,0,0,2,102
750035,59958,1,12238,1,20,0,1,1,0,0,0,2,131
750034,47525,0,43141,1,22,1,0,1,0,0,0,0,137
762032,38742,1,12600,0,16,0,1,1,0,0,0,1,131
769039,49528,1,36080,0,24,1,0,1,0,0,0,2,143
774031,84864,1,15717,1,28,1,0,1,0,0,0,1,145
783035,5703,1,8000,0,16,0,1,1,0,0,0,2,164
789032,2214,1,17607,0,18,0,1,1,0,0,0,4,100
819032,90369,1,3426,0,34,0,1,1,0,0,0,2,116
833035,47967,0,22433,1,27,0,1,1,0,0,0,2,126
835033,110692,1,1200,0,18,1,0,1,0,0,0,2,131
838031,37394,0,14934,1,28,1,0,1,0,0,0,1,142
843031,33208,1,5393,1,22,1,0,1,0,0,0,0,106
856035,9866,1,30199,1,29,1,0,1,0,0,0,1,158
857030,56079,0,12600,1,30,1,0,0,1,0,0,1,125
863037,27673,0,65000,0,21,1,0,1,0,0,0,3,122
866033,25340,0,32356,1,31,0,1,0,0,1,0,2,86
868036,110692,0,23861,1,24,1,0,1,0,0,0,1,124
875034,59036,1,16837,1,25,1,0,1,0,0,0,2,102
876032,62726,1,28042,1,21,1,0,1,0,0,0,2,998
899034,22783,0,16082,1,20,1,0,1,0,0,0,2,146
908037,51656,0,24806,0,24,1,0,1,0,0,0,1,111
910038,31876,0,11340,1,18,1,0,1,0,0,0,2,138
921031,198,0,5154,0,19,1,0,1,0,0,0,3,108
922034,32193,1,58000,1,24,0,1,1,0,0,0,1,121
922037,60881,0,33000,1,21,1,0,1,0,0,0,2,117
922035,59036,0,30000,1,23,1,0,1,0,0,0,0,127
923030,76039,0,12600,0,19,0,1,1,0,0,0,0,119
935030,50490,0,11699,1,29,1,0,1,0,0,1,3,112
951032,2918,1,6471,1,20,0,1,1,0,0,1,1,136
958032,37792,1,56083,1,30,1,0,1,0,0,0,2,150
961038,36024,0,27833,0,23,1,0,1,0,0,0,1,135
998033,135171,1,20617,1,22,0,1,1,0,0,0,2,140
1033031,4160,1,15463,1,22,0,1,0,1,0,0,3,119
1038034,38742,1,3667,1,20,0,1,1,0,0,1,1,118
1048035,25432,0,11340,0,34,1,0,1,0,0,0,1,88
1051046,16604,0,17607,0,20,1,0,0,0,1,0,5,130
1051044,51656,1,41235,1,22,1,0,1,0,0,0,1,122
1066034,39665,1,14934,1,31,1,0,1,0,0,0,2,124
1066036,51266,0,18827,0,20,1,0,1,0,0,0,2,114
1083032,8302,1,1856,1,19,0,1,1,0,0,0,1,123
1084036,81174,0,13856,0,22,0,1,1,0,0,0,3,104
1088033,63396,0,100000,1,44,1,0,1,0,0,1,2,88
1088038,32317,0,41235,0,24,1,0,1,0,0,0,1,135
1089032,30937,1,8320,0,17,1,0,1,0,0,0,2,143
1093035,77485,1,21648,1,24,1,0,1,0,0,0,2,118
1095031,41510,1,7765,1,23,1,0,0,0,1,0,1,114
1107035,62802,0,31406,1,27,0,1,1,0,0,0,1,86
1121035,31363,0,7732,0,18,0,1,1,0,0,0,1,59
1126038,12453,1,863,0,20,1,0,1,0,0,0,4,133
1131034,55346,1,26963,1,25,0,1,1,0,0,0,2,164
1141006,83207,1,70000,0,52,1,0,1,0,0,0,5,88
1142033,44277,0,11340,1,23,1,0,1,0,0,0,1,71
1142031,95049,1,64000,1,29,0,1,1,0,0,0,1,141
1151039,180593,1,75496,1,27,0,1,1,0,0,0,1,123
1151041,49166,1,108,0,21,0,1,1,0,0,0,1,91
1152038,42432,1,11699,1,26,1,0,1,0,0,0,0,133
1163040,68349,1,123704,1,31,1,0,1,0,0,0,2,116
1163047,36344,1,500,0,18,1,0,1,0,0,0,3,122
1167048,38360,0,12600,0,16,0,1,0,1,0,0,2,123
1168037,49528,0,3236,0,29,0,1,0,1,0,1,1,114
1184041,96715,1,11699,1,30,0,1,1,0,0,1,1,998
1185036,78254,1,8247,1,20,1,0,1,0,0,0,2,150
1200034,209108,1,40000,1,24,1,0,1,0,0,0,0,108
1221037,95094,1,2157,0,21,1,0,1,0,0,0,2,122
1236034,59187,1,11340,0,16,0,1,1,0,0,0,4,103
1258033,33283,1,33650,0,24,1,0,1,0,0,0,0,129
1258031,108032,1,3236,1,26,1,0,1,0,0,1,1,115
1266030,36897,1,30000,0,34,1,0,1,0,0,0,1,88
1298033,95094,1,4123,1,32,1,0,1,0,0,0,1,128
1306031,110692,1,36080,0,22,1,0,1,0,0,0,1,103
1314032,45015,1,4123,0,17,1,0,1,0,0,0,0,119
1315031,114059,0,11699,1,47,1,0,1,0,0,0,4,88
1315037,72237,0,46389,1,26,1,0,1,0,0,0,2,133
1315036,43585,1,21570,1,26,0,1,1,0,0,1,3,135
1332030,225074,0,86282,1,28,1,0,0,0,1,1,1,138
1332033,134675,1,30926,1,22,0,1,0,0,1,0,2,125
1335051,35403,0,12370,0,27,0,1,1,0,0,0,2,149
1335060,4752,1,22679,0,20,1,0,1,0,0,0,3,998
1335055,53501,0,11324,0,23,1,0,1,0,0,0,1,134
1338030,29717,0,24960,0,19,0,1,1,0,0,0,1,99
1351037,139722,0,1649,0,20,1,0,1,0,0,0,2,131
1353035,1328,0,17904,0,19,0,1,1,0,0,0,2,115
1368032,38281,0,17600,0,22,0,1,0,0,1,0,10,67
1391035,11484,1,11340,0,17,1,0,1,0,0,0,2,129
1394038,6457,0,863,0,25,0,1,1,0,0,0,3,148
1399040,22704,1,6471,1,26,1,0,1,0,0,1,1,998
1407032,74712,1,53764,0,24,1,0,1,0,0,1,1,114
1411186,39665,1,41235,1,27,1,0,0,1,0,0,0,116
1411040,23983,0,50000,0,38,1,0,0,1,0,0,4,998
1411037,62753,1,11340,0,37,1,0,0,1,0,0,0,88
1429030,89346,1,27833,1,24,0,1,1,0,0,0,1,998
1431030,76039,1,41235,1,30,1,0,1,0,0,0,0,120
1431031,67675,1,30926,1,24,1,0,1,0,0,0,1,136
1434039,8543,1,21000,0,17,0,1,1,0,0,0,2,131
1445038,52948,1,2265,0,20,0,1,1,0,0,0,3,148
1462030,33679,1,4314,0,21,1,0,1,0,0,0,1,103
1468035,38020,0,31000,1,26,1,0,1,0,0,0,0,100
1485188,35053,1,2577,0,18,1,0,1,0,0,0,0,999
1485036,28595,0,12600,1,25,0,1,1,0,0,0,0,130
1498177,31363,0,20000,1,20,1,0,1,0,0,0,2,998
1498035,18449,0,16494,1,27,0,1,1,0,0,0,1,998
1498041,26066,0,1546,0,17,1,0,1,0,0,0,3,116
1516034,76562,1,11400,0,17,0,1,1,0,0,0,2,145
1522043,107002,1,21570,1,26,0,1,1,0,0,0,2,101
1533035,54793,1,23727,0,19,1,0,1,0,0,0,5,105
1540033,95960,1,825,1,19,0,1,1,0,0,0,2,125
1579039,99265,1,161778,1,35,1,0,1,0,0,0,1,88
1579044,738,1,12000,0,16,0,1,1,0,0,0,3,130
1579031,85188,1,87624,1,44,0,1,1,0,0,0,4,88
1597030,103019,0,36080,1,28,0,1,1,0,0,0,2,129
1613034,75283,0,15463,1,36,1,0,1,0,0,1,3,88
1613038,107971,0,32356,1,30,0,1,1,0,0,1,1,137
1613043,55129,1,1079,0,20,0,1,1,0,0,0,1,128
1613037,76193,1,16178,1,32,1,0,1,0,0,0,2,998
1621030,33687,0,17607,0,50,1,0,1,0,0,0,1,88
1627032,59434,0,19587,0,23,0,1,1,0,0,0,2,123
1645033,94088,1,4853,0,21,0,1,1,0,0,0,2,122
1645034,13837,1,30000,0,20,1,0,1,0,0,0,1,138
1645036,125451,0,15875,0,17,0,1,1,0,0,0,2,118
1648033,38020,0,12600,0,17,0,1,1,0,0,0,4,105
1652036,5535,1,2500,0,16,1,0,1,0,0,0,1,134
1682033,83019,0,13401,1,27,0,1,1,0,0,0,0,131
1689030,56887,0,31061,1,49,1,0,1,0,0,0,1,88
1690037,38742,0,22679,1,21,0,1,1,0,0,0,1,128
1690035,594,1,25772,1,23,1,0,1,0,0,0,1,124
1700040,23024,0,11699,1,21,1,0,1,0,0,0,1,162
1701031,62742,0,3236,1,46,0,1,1,0,0,0,3,88
1722036,32317,0,18200,0,40,1,0,0,1,0,0,3,88
1723033,32317,0,7010,0,28,1,0,1,0,0,0,1,998
1723032,83263,1,3236,1,31,0,1,1,0,0,0,1,106
1751030,42432,1,4638,0,20,0,1,1,0,0,0,2,157
1758030,79841,0,19927,0,50,1,0,1,0,0,0,3,88
1762045,34093,0,18641,1,22,1,0,1,0,0,0,0,117
1762047,5535,0,15463,0,21,0,1,0,0,1,0,3,107
1774031,71950,1,2696,0,21,1,0,1,0,0,0,1,103
1774032,17526,1,4123,0,18,0,1,1,0,0,0,1,97
1784034,146250,1,2049,1,25,0,1,1,0,0,0,2,104
1786044,33679,0,12600,0,36,1,0,1,0,0,1,4,88
1798032,37641,0,11340,0,45,0,1,1,0,0,0,2,88
1822034,57453,1,75496,1,30,0,1,0,1,0,0,0,129
1830036,27156,0,8247,1,19,0,1,0,0,1,0,1,120
1831030,88107,0,11340,0,47,1,0,1,0,0,0,1,88
1839038,28595,0,9707,0,23,0,1,0,0,1,1,2,136
1841036,108356,1,45000,1,29,1,0,1,0,0,1,4,125
1850035,45730,1,20000,1,19,0,1,1,0,0,0,1,88
1850180,123606,1,103087,1,47,1,0,1,0,0,0,3,999
1862033,29518,0,11699,1,24,0,1,0,0,1,0,1,106
1866031,135113,1,51543,1,36,1,0,1,0,0,0,1,88
1905005,262894,0,77315,0,56,1,0,1,0,0,0,2,88
1905034,69183,1,34000,0,21,1,0,1,0,0,0,1,112
1905032,31698,0,25028,1,28,0,1,1,0,0,0,1,128
1909030,35358,1,13570,0,28,0,1,1,0,0,0,1,103
1917035,69339,1,14100,1,24,1,0,1,0,0,0,2,133
1917034,33679,1,11699,1,26,0,1,1,0,0,0,0,147
1919043,77485,1,11699,0,26,1,0,1,0,0,0,2,143
1919044,62305,1,55000,1,25,0,1,1,0,0,0,2,143
1954031,62405,1,16178,1,29,1,0,0,1,0,0,3,130
1955030,73795,1,26000,1,25,1,0,1,0,0,0,0,145
1956031,83019,0,3020,0,21,1,0,1,0,0,0,1,119
1970033,211009,0,16494,1,20,1,0,1,0,0,0,3,118
1978032,59405,1,18874,1,20,1,0,1,0,0,0,1,120
2012033,85544,0,4930,0,23,1,0,1,0,0,0,1,137
2017035,22812,0,13400,0,17,0,1,1,0,0,0,0,127
2019032,70336,0,11699,0,22,1,0,1,0,0,0,0,122
2028033,17109,1,7000,1,18,1,0,1,0,0,0,1,136
2032031,53501,0,13797,1,42,0,1,1,0,0,0,3,88
2047031,66610,1,17415,1,29,0,1,1,0,0,0,1,998
2053033,75359,1,14934,0,29,1,0,1,0,0,0,1,113
2054031,88554,1,917,1,25,1,0,1,0,0,0,1,129
2055034,16881,1,7010,1,24,0,1,1,0,0,0,2,118
2059033,18449,0,19491,1,24,0,1,0,0,1,1,0,151
2061032,29518,0,40000,1,22,0,1,0,1,0,0,0,107
2062038,59691,0,11699,1,28,0,1,1,0,0,1,3,104
2067035,119917,0,68000,0,37,0,1,1,0,0,1,0,88
2067039,25828,1,30000,1,19,1,0,1,0,0,0,1,151
2083030,40218,0,12600,1,24,0,1,0,1,0,0,1,103
2091173,27607,0,11699,0,22,1,0,1,0,0,0,2,998
2117030,102653,0,40000,1,28,1,0,1,0,0,0,1,99
2117033,114059,1,15463,1,23,0,1,1,0,0,0,1,129
2119190,38020,0,10095,0,22,0,1,1,0,0,0,1,112
2125034,59036,1,46800,1,26,1,0,1,0,0,0,1,998
2127032,85188,1,1649,0,17,1,0,1,0,0,0,1,127
2151041,62726,0,16178,1,23,0,1,1,0,0,0,1,136
2164044,3690,0,431,0,17,0,1,1,0,0,0,1,125
2175034,110943,1,647,0,19,0,1,1,0,0,0,2,121
2177172,83207,0,97000,1,46,1,0,1,0,0,0,2,88
2177035,59434,1,28080,1,25,0,1,1,0,0,0,1,120
2198036,64633,1,27000,1,24,0,1,1,0,0,0,1,133
2210036,13987,0,14934,0,20,0,1,1,0,0,0,2,116
2219033,41822,0,19413,1,33,1,0,0,1,0,0,4,103
2222030,513266,1,56698,1,27,1,0,1,0,0,0,0,133
2224044,57191,0,10785,1,23,0,1,1,0,0,0,3,120
2225003,74614,0,11340,0,62,1,0,1,0,0,1,1,88
2237032,122684,1,50000,0,22,1,0,1,0,0,0,1,167
2237031,68260,1,26803,1,23,0,1,1,0,0,0,2,94
2243034,52277,1,23000,1,19,1,0,1,0,0,0,1,82
2248034,2675,0,37111,1,24,0,1,1,0,0,0,1,142
2252032,19811,0,40000,1,18,1,0,1,0,0,0,0,121
2255033,3566,1,2049,0,20,0,1,1,0,0,0,1,112
2261037,8302,1,4000,0,16,1,0,0,0,1,0,0,118
2278039,26614,0,5393,1,28,1,0,1,0,0,0,0,146
2285039,178301,1,23000,1,24,0,1,1,0,0,0,2,118
2288034,85544,0,12600,0,29,0,1,1,0,0,1,1,158
2297034,12914,1,7550,1,23,0,1,1,0,0,0,1,101
2302043,32507,0,5000,0,30,1,0,1,0,0,0,1,136
2304034,92243,1,3991,1,20,1,0,1,0,0,0,2,132
2327035,4759,0,12600,0,17,0,1,0,1,0,0,0,78
2330033,62726,1,2577,1,18,1,0,1,0,0,0,1,135
2391033,9224,1,24960,0,18,1,0,1,0,0,0,1,101
2392032,60831,0,45298,0,33,1,0,1,0,0,0,1,101
2397038,36897,0,41268,1,22,0,1,1,0,0,0,2,121
2410034,83942,0,17091,1,21,0,1,1,0,0,1,2,147
2416036,33208,0,3775,1,25,1,0,1,0,0,0,1,161
2418034,119917,1,42700,1,27,1,0,1,0,0,0,0,105
2422037,7726,1,10000,1,22,0,1,1,0,0,0,4,136
2432038,10700,0,10785,0,30,0,1,1,0,0,0,8,123
2434033,32285,0,12600,0,20,1,0,1,0,0,0,1,109
2435031,83643,0,53926,1,31,1,0,1,0,0,0,2,109
2441038,17830,0,6185,0,18,0,1,1,0,0,0,2,130
2443034,24764,1,5824,1,20,0,1,1,0,0,0,2,73
2455033,125451,1,3500,0,17,0,1,1,0,0,0,1,106
2461032,20245,1,53926,0,23,1,0,1,0,0,0,1,89
2461031,17218,0,74223,1,25,1,0,1,0,0,0,0,146
2472178,61803,0,12544,0,23,0,1,0,1,0,0,4,998
2473032,72134,1,11340,1,28,1,0,0,1,0,0,2,153
2485035,55346,1,51543,0,26,1,0,1,0,0,0,1,998
2487031,108356,0,18556,1,45,0,1,1,0,0,1,0,88
2490038,77264,0,9000,0,17,0,1,1,0,0,0,4,143
2490036,47967,0,1546,1,18,1,0,1,0,0,0,0,128
2492172,51656,0,38880,1,23,0,1,1,0,0,0,0,998
2500032,991,0,15000,0,17,0,1,1,0,0,0,0,117
2503030,70314,0,30926,0,49,1,0,1,0,0,0,1,88
2515038,22138,0,12600,1,26,0,1,0,0,1,0,1,78
2516031,48141,0,11699,1,35,0,1,1,0,0,1,1,88
2526035,922,0,15463,1,23,0,1,1,0,0,0,1,998
2530043,44867,1,1970,0,16,0,1,1,0,0,0,1,120
2530039,71396,1,1397,1,18,1,0,1,0,0,0,1,998
2545035,56084,0,40000,1,24,1,0,1,0,0,0,3,120
2577031,34883,0,38000,1,25,1,0,1,0,0,0,1,119
2578178,130986,1,26963,1,31,0,1,1,0,0,0,1,998
2590035,55346,0,53605,1,40,0,1,1,0,0,0,4,88
2591035,44387,1,16596,0,22,0,1,1,0,0,0,0,149
2593034,3334,1,12600,1,18,0,1,0,1,0,0,3,112
2603033,47967,1,16178,1,24,0,1,0,0,1,0,1,153
2611042,16604,1,2850,1,19,1,0,1,0,0,0,2,147
2614178,7604,0,45358,0,19,0,1,1,0,0,0,1,998
2615038,89151,0,53926,1,42,0,1,1,0,0,1,2,88
2615050,45310,1,5393,0,22,1,0,1,0,0,0,2,106
2615052,29518,1,2577,0,18,0,1,1,0,0,0,2,138
2615056,7057,0,9000,0,16,0,1,1,0,0,0,2,129
2615049,110609,0,61852,1,29,1,0,1,0,0,0,2,141
2618036,95094,0,16178,0,23,1,0,1,0,0,1,3,125
2635031,63396,0,10785,1,22,1,0,1,0,0,1,0,127
2636032,11320,0,11340,0,19,0,1,0,1,0,0,1,128
2642034,26614,0,18556,0,27,1,0,1,0,0,0,1,115
2647031,46358,0,15099,0,21,1,0,1,0,0,0,0,119
2649180,612,0,2912,0,21,1,0,1,0,0,0,2,999
2655035,21040,1,15000,0,18,1,0,1,0,0,0,1,147
2660033,95049,0,12600,1,22,1,0,1,0,0,0,2,125
2661045,67,1,7965,0,21,0,1,1,0,0,0,3,130
2665039,10147,1,11699,0,22,0,1,0,1,0,0,2,72
2672031,70105,1,74418,1,33,1,0,0,0,1,1,1,152
2704198,17414,0,4098,0,19,0,1,0,0,1,0,3,998
